Prompt,Done
"For this week's prompt, write an anxiety poem. One person's excitement is another's anxiety (and sometimes the same person can feel both at the same time). So think about anxiety and poem your way through it.",
"For this week's prompt, write an avoidance poem. People can avoid a multitude of things and situations. They avoid work, responsibility, people, arguments, trouble, danger, food, places, and so on. Some oddly enough even avoid poets and poetry. But I hope you won't avoid this chance to write about avoidance.",
"For this week's prompt, write an escape poem. Last week, we wrote confinement poems. This week, let's take it back the other way and focus on our escapes, whether they're physical escapes, mental escapes, or poetic escapes. Let's escape together!",
"For this week's prompt, write an evil poem. Some people may debate whether good and evil even exists, but let's assume evil is a real thing this week. After all, we've been working our way (one Wednesday at a time) toward this number for 15 years now. Let's make it count before we move past it next week.",
"For this week's prompt, write an expectation poem. Expecting what? That's your task. Sometimes we expect good things; sometimes we expect bad times; and sometimes we have no expectations at all. But I'll admit that I'm expecting some good poems this week.",
"For this week's prompt, write an influence poem. My first thought is how all creative people have influences, whether it's people working in the same medium, other mediums, or life events. So there's that kind of influence, but people also try to influence others and can be influenced by people, events, and substances. Hopefully this prompt can influence you to write a new poem.",
"For this week's prompt, write an out-of-time poem. For me, I'm traveling to New York today (for our first in-person Annual Writer's Digest Conference since 2019), so I've found I'm out of time to get much more done before I hit the road (or the sky). So write about a work deadline, travel deadlines, or time travel. You've got time on your side...until you don't.",
"For this week's prompt, write road poem. Maybe you're traveling along the road. If so, who knows how you're traveling on the road. But also, perhaps, you're just hanging by the road. Maybe you have a lemonade stand or find yourself stealth camping or something else entirely.",
"For this week's prompt, write road poem. Maybe you're traveling along the road. If so, who knows how you're traveling on the road. But also, perhaps, you're just hanging by the road. Maybe you have a lemonade stand or find yourself stealth camping or something else entirely.",
"For this week's writing prompt, try writing a poem about feedback and/or critique. I know that may sound a bit meta, but I think it's an interesting exercise.",
"For today's prompt, pick an emotion, make it the title of your poem, and write your poem. Possible emotions might include happy, sad, grumpy, angry, scared, and more. In fact, here's a list of feelings to help spark some creative ideas. https://www.hoffmaninstitute.org/wp-content/uploads/Practices-FeelingsSensations.pdf",
"For today's prompt, write a B-movie poem. Our family has a tradition of watching a B-movie every Saturday night. Some of them are kind of funny, some of them are so bad they're good, and some of them are just torture (until I inevitably fall asleep from boredom). And some of them have excellent titles like The Tingler, Kingdom of the Spiders, Teenagers From Outer Space, and The Incredibly Strange Creatures Who Stopped Living and Became Mixed-up Zombies.",
"For today’s prompt, write a book-based poem. The poem could be focused on the actual story of a book or be written from the perspective of a character. Or any other interpretation you can devise.",
"For today’s prompt, write a catching poem. People can catch a ball, a cold, a fish, or a fever. It's possible to catch a line or someone's drift (or meaning). I hope everyone catches fire today with poetic inspiration.",
"For today’s prompt, write a character poem. Your character could be fictional or nonfictional, well-known or obscure. Plus, you get to decide whether to write in third person about the character or actually become the character in first person. Have fun with your characters today.",
"For today's prompt, write a connection poem. The connection poem could be technical, like a phone connection or an internet connection. But it could also refer to a romantic connection or one of a kindred spirit. As an INFJ, I naturally make connections (often grand leaps in logic) all the time; I'm just hardwired that way.",
"For today's prompt, write a conspiracy poem. Line your ball caps with aluminum foil, cover your walls with cryptic sticky notes, and write a poem that exposes (or refutes) a conspiracy. Is the Earth flat? Are all professional sports (and entertainment awards ceremonies) fixed? Did people really talk about Bruno? Write your poem, because I want to believe.",
"For today's prompt, write a dead poem. Back on day 13, we wrote living poems. Now, we're going to inspect the other side of that coin. A dead poem could take place at a funeral, or involve a wilting flower that's already been picked. Or it could involve the undead (like zombies and vampires). Or maybe a dead language, a dead culture, or as some people like to say, they're just ""dead inside.""",
"For today’s prompt, write a declaration poem. A declaration is a statement or announcement; it can also be a list of things that are subject to a tax or duty. For your poem, you could write a statement or announcement, make a list, and/or use only declarative sentences. Plus, I'm good with any other interpretation works for you.",
"For today’s prompt, write a direction poem. Up, down. North, south, east, west. This way, that way. There are so many directions available, including the type of directions that are more like instructions. No matter what direction you take today, I hope it's poetic.",
"For today's prompt, write a fear poem. The poem could be about a fear you have or a fear of someone else. Maybe you feel the fear; maybe you cause someone else to have the fear. And there are different levels of fears, like the fear of missing out on the last piece of piece or the fear of dying.",
"For today's prompt, write a foolish poem. The poem could be about a fool, about being fooled, about fooling someone, or whatever other foolish direction you wish to take it. But don't fool with this prompt for too long; we'll have another one ready to roll tomorrow.",
"For today's prompt, write a funny poem. Keep in mind that funny isn't always ""ha-ha"" funny. For instance, your poem could include a funny smell or talk about a funny (or weird) person or situation. And if you've ever hit your funny bone, that pain is not making anyone laugh. So write a funny poem, whether it's for a laugh or not.",
"For today's prompt, write a gift poem. The gift could be something given or something received. It could be a physical gift (like a necklace or bicycle), or it could be something like a talent (the gift of song or gift of gab, for instance). This prompt is my gift to you.",
"For today's prompt, write a health poem. Could be good health or bad health, physical health or mental health, health class, health of a person's bank account, or any other health-related interpretation. I hope everyone has a healthy bit poeming today.",
"For today's prompt, write a homograph poem. Homographs are words that are spelled the same but have different meanings. Sometimes they are pronounced the same, but that's not always the case. Click here to find a list of homographs, though there are many more homographs than these to use. https://www.writersdigest.com/write-better-fiction/homographs-examples-for-writers",
"For today's prompt, write a homonym poem. A homonym is either (or both) a homograph (word spelled the same with different meanings and possibly different pronunciations) or a homophone (word that is pronounced the same but has different spellings).",
"For today's prompt, write a last night poem. Tonight is sort of the last night for poeming in November, but last night could also be referring to yesterday evening. Or maybe you're referring to the last night of something far off in the future (or in the distant past). Only you know what last night means for you, but make sure you capture it in a poem.",
"For today's prompt, write a living poem. What makes a living poem may be different for everyone. Some people may like to live it up, while others may focus solely on being alive. However, only you know what kind of poem you can live with. After all, it's your life (and poem).",
"For today's prompt, write a luck poem. The luck could be good luck or bad luck. Maybe it's just the luck of the draw, or a contemplation of whether luck even exists. I wish you much luck in making today's poem happen.",
"For today's prompt, write a mad poem. There are things that make us mad as well as things that drive us mad. Whatever your interpretation of the word, I hope you have fun with this prompt.",
"For today's prompt, write a major event poem. The major event could be something historical. Or it could be something personal (like a wedding or graduation). Whatever the major event, make sure you get some major poeming down today.",
"For today's prompt, write a maximum poem. Some people may recall that we wrote a minimum poem back on day 6; this takes that concept and brings it back the other way. In fact, one possible way into today's poem would be to see what you did on day 6 and turn it on its head. Or go somewhere completely new. Whatever you do, take it to the max.",
"For today's prompt, write a memory poem. The poem could conjure up an actual memory that you have from your childhood, or last week, or earlier this morning. Or the memory could be made up. Or the memory is just a starting point for a completely different poem. Your memories, your poems.",
"For today's prompt, write a minimum poem. Some people only do the minimum; others like to pay the minimum. When I first started working, I earned minimum wage. My kids had to reach a minimum height requirement to ride roller coasters at amusement parks.",
"For today's prompt, write a mistake poem. Everyone makes mistakes. Yes, even that person standing in the corner shaking their head to the contrary. And even those people who don't admit to making mistakes have seen others make them. So whether it's the mistakes you've made, witnessed in others, etc., write a poem about it today.",
"For today's prompt, write a moving on poem. Many people finish something (like a poetry challenge) and stop. But many April PAD Challengers keep moving on to the next prompt, next poem, next challenge. Let's keep it moving on. Thanks for poeming along this month!",
"For today's prompt, write a nature poem. Of course, you can write a poem about trees, rivers, and birds for this prompt, but you can also take on other connotations of nature, whether that's human nature, the nature of love, and/or anything else that comes naturally. Or just write that poem about a bird in a tree beside a river. Whatever floats your poem.",
"For today's prompt, write a nerve poem. Some folks are nervous; others have some nerve; still others seem to get on everyone's nerves. We all have a nervous system, and well, my nerves aren't wracked worrying that everyone will figure some way to poem out of this prompt.",
"For today's prompt, write a number poem. You can include a number in the title of the poem, or drop a number somewhere in the middle or end of the poem. Count sheep, poem by numbers, or share 10 ways to write a poem. There are any number of ways to come at this one.",
"For today's prompt, write a patience poem. Your poem could be about someone or something with great patience, or it could come from the other direction (ie, impatience). One fun thing about this prompt is that it begs us to consider the various ways of measuring time: From the patience required to sit at a red light to the patience of a tree growing rings for centuries.",
"For today's prompt, write a persona poem. A persona poem is just a poem narrated in the voice of a persona who is not yourself. Like I could write a persona poem in the voice of Batman or SpongeBob SquarePants or an abandoned payphone beside an abandoned gas station (which I just might do) or a stray cat. Pick someone or something, take on its persona, and write.",
"For today's prompt, write a poem that smells. Or at least, write a poem that involves the act of smelling or a scent of some sort. Could be the sweetness of honeysuckle, or the very unique smell of a portable toilet at an outdoor festival in the middle of summer. Something nostalgic, or something triggering. Let your nose guide you.",
"For today’s prompt, write a poem without pronouns. This was actually more difficult than I realized, writing a poem with he, she, they, me, our, I, we, anybody, everybody, them, and so on. But it's a fun challenge to try writing with a different mindset.",
"For today's prompt, write a power poem. Your poem could somehow involve electricity, solar power, fossil fuels, wind, or water. It could illustrate a power play or someone exerting their power over someone else. Of course, you could also write about a power outage. You alone have the power to poem your way through this prompt.",
"For today’s prompt, write a problem poem. You could present the problem in your poem. Or maybe make the problem the title of your poem and either expand on the problem or attempt to solve it. If the poem itself is giving you problems, don't be afraid to lean into that.",
"For today’s prompt, write a problem poem. You could present the problem in your poem. Or maybe make the problem the title of your poem and either expand on the problem or attempt to solve it. If the poem itself is giving you problems, don't be afraid to lean into that.",
"For today's prompt, write a raw poem. This poem could be about raw food, I suppose, but also about raw emotion or raw energy. I suppose raw skin is fair game too, though raw language might get hung up in our spam filter.",
"For today’s prompt, write a refresh poem. A person might refresh their browser, or give their home decor a little refresh. Lemonade on a hot summer's day could be refreshing. And well, a positive news story is refreshing as well. Poems, of course, are refreshing too.",
"For today's prompt, write a remix poem. Just remix one of your poems. It could be from earlier in this month or even from before this challenge. But take one of your already existing poems and remix it. If it's a sonnet, make it free verse. If it's free verse, try turning it into a triolet or villanelle. Have fun with it.",
"For today’s prompt, write a response poem. You can respond to someone else's poem (famous or not), or you can respond to one of your own poems (like I did below). Of course, it's possible to respond to someone or something that's not a poem: Perhaps, a letter, an old conversation, a piece of art, or a delicious piece of pie.",
"For today’s prompt, write a sentence poem. Of course, poets can take this prompt wherever they feel compelled, but by sentence poem, I mean that you should write a poem in one sentence. Note that I didn't say one line, though a one-liner is completely fine if that's all the room you need to write your poetic sentence.",
"For today’s prompt, write a setting poem. Pick a setting: Could be exotic, or it could be something ordinary (even the setting in which you're currently considering how to write your next poem). Anyway, pick a setting and write it out.",
"For today's prompt, write a shadow poem. Some people are afraid of shadows (even their own), but others like to lurk there. There are shadow governments, shadowy characters, and well, just shade (which is super nice in Georgia during the summer).",
"For today's prompt, write a sight poem. If you can see it, poem it. If you can't see it, poem it. If you can see another interpretation of this prompt that is neither of these, then, please, poem it.",
"For today's prompt, write a small poem. Yesterday, you were tasked with writing a smell poem, but today, we're going small. The poem itself could be concise, but it could also be focused on something or someone small.",
"For today's prompt, write a sound poem. On day six, we wrote poems that smelled; today, let's write poems that play off sound. This could be a poem filled with rhymes or alliteration, but it could also be about listening to sounds that are being made.",
"For today's prompt, write a surprise poem. This prompt was actually changed at the last minute after reading Laura Shovan's ""How the Neuroscience of Surprise Can Improve Your Poetry Practice,"" and it got me thinking about all the good and bad surprises we encounter on a daily (or almost daily) basis. Let's finish this month by focusing on one or three of those. https://www.writersdigest.com/write-better-poetry/how-the-neuroscience-of-surprise-can-improve-your-poetry-practice",
"For today's prompt, write a taste poem. Of course, I'm thinking about the taste of food or a bloody lip or (ack!) soap. Ever get a mouthful of water from the ocean? Not the same as a nice cool glass of water, is it?",
"For today's prompt, write a touch poem. For the senses, I'm thinking of touch as a hand reaching out, though it could also be a foot or just bodies pushed close like in a concert or public transportation. But that's just when thinking about the senses.",
"For today's prompt, write a trope poem. For most people, tropes are common plot devices used in certain genres. In romance, for example, the ""different worlds"" trope brings together two characters from different walks of life and/or cultures. Meanwhile, a popular trope in horror fiction is to split up, which usually doesn't end well for many of the characters. Mysteries frequently feature the ""unassuming suspect"" trope. Pick a trope or mix a few in your poem today.",
"For today's prompt, write a water poem. Water is such an important part of everyday life, so let's give it a little love this week. Write about fire hydrants, water fountains, or sea levels. Write about sprinklers, swimming pools, or staying hydrated in the summer heat.",
"For today's prompt, write a world-building poem. This could be a poem based on an already existing real or fictional world, but it could also be one of your creation. In the world-building podcast, Gailey mentions using persona poems to help with her world-building in poetry.",
"For today’s prompt, write an animal poem. Your poem can be about an animal (or animals), feature one in passing, and/or be written from the perspective of an animal. Your poem, your call.",
"For today’s prompt, write an appreciation poem. There's always something to appreciate, whether it's a day, a person, an animal, or a special food dish. Find something to appreciate and poem the heck out of it today.",
"For today's prompt, write an earth poem. The poem can be about nature or the planet. But it can also be about anything or anyone on the planet. Or dirt (aka, earth); feel encouraged to write a poem about dirt. Or earthlings!",
"For today's prompt, write an ekphrastic poem. An ekphrastic poem is a poem inspired by a piece of art, whether that's a painting, a sculpture, mixed media, or something beyond all that. You can choose the piece of art to inspire you, but I've included a few pieces here in case nothing springs to mind:

The Starry Night, by Vincent van Gogh
The Wounded Deer, by Frida Kahlo
The Boating Party, by Mary Cassatt
The Scream, by Edvard Munch
Guernica, by Pablo Picasso",
"For today’s prompt, write an even poem. The poem could be about even numbers, sure, but also about ""getting even"" with someone. Or perhaps being even-handed. Or even, well, whatever you'd like to do with the word even.",
"For today’s prompt, write an odd poem. The poem could be about something outside the ordinary (or odd). Of course, today is the 11th, and 11 is an odd number. So there's another odd possibility for your poem...to write about odd numbers. But, you know, I'll probably accept about any odd ideas you might have today (or any day really).",
"For today's prompt, write an open poem. The poem could be about an open door or window. It could cover a tennis or golf open. Be about a diner that's open late at night or an open-ended question. This week's prompt is definitely open to interpretation.",
"For today's prompt, write an optimistic poem. I find the beginnings of things to be a time of great optimism. Whether it's the beginning of a sporting season or a month (or even a week), there's so much opportunity available. But optimism can exist anywhere and at any time; so don't limit your optimism to the beginnings of things.",
"For today's prompt, write an organism poem. The really cool thing about our planet is that it is loaded with a variety of living organisms, from one-celled prokaryotes and eukaryotes to complex creatures (like blue whales and rhinos). Write about several organisms, or pick one and make it the title of your poem.",
"Forrest Gander’s poem “Pastoral,” published last month in the Academy of American Poets’ Poem-a-Day, begins with a scene of a couple gazing out a window that is interrupted by a stanza with a parenthetical meditation on the act of looking before the last lines complete the description of the scenery outside. The middle stanza in parentheses questions the language used in the first stanza’s description and moves away from the physical into the interiority of the speaker’s mind. Inspired by the poem’s form, write a poem about the act of looking. How can you subvert the expectations of the reader by leaving the scene to go into the interior of your mind?",
"Frank O’Hara wrote Lunch Poems while sitting in Times Square during his lunch hour. This week, take time during your lunch hour to pause and reflect on what’s going on around you. Write down a description of the space you’re in, the details of your lunch ritual, the conversation you’re overhearing or participating in, or any other such observation.",
Friendship is a type of human connection that makes people happier and healthier in every possible way. Write a poem about your best friend or somebody you’ve lost.,
"From the Czech word litost—a state of torment created by the sudden sight of one’s own misery—to the German word schadenfreude—the pleasure derived from the misfortune of others—to the French word dépaysement—the restlessness that comes with being away from your country of origin—untranslatable words have continued to be a source of inspiration for writers across languages. Each word reflects the culture from which it comes as well as illustrates the inability for language to fully capture the human experience. Write a poem using an untranslatable word as a jumping-off point. For inspiration, read Barbara Hamby’s poem “Toska” included in her book On the Street of Divine Love: New and Selected Poems (University of Pittsburgh Press, 2014).",
"Gardens, forests, hills, fields, wild pink flowers, a farmhouse, a writer’s shed, birds. There is much inspiration to be found at Edna St. Vincent Millay’s former home in Austerlitz, New York, which is open to the public. Visitors can even peek into Millay’s wardrobe to see her shoes, hats, purses, makeup, dresses, and hunting jacket. In “Saving Millay’s Home” by Adrienne Raphel in the September/October issue of Poets & Writers Magazine, she writes about Millay’s house and other writers’ homes in the region including the Emily Dickinson Museum, Edith Wharton’s estate, the Mark Twain House, Herman Melville’s home, and several of Robert Frost’s homes. Browse through writers’ homes in our Literary Places database for one of your favorites, or simply one whose photographs capture your imagination. Write a poem that draws on images you find, the writer’s work and milieu, and themes of home, geography, and legacy.",
"Get out of town. Take a drive, a train, or a bus. It doesn’t matter how. It doesn’t have to be far. Just get away. Once you’re there, buy a postcard, address it to yourself, and write a poem on it. Fill up the whole card. Don’t edit yourself too much, just let it roll, then drop it in the mail. When it finally arrives back home, transcribe it onto a notebook and see if you can build from it. It may already be well on its way to a finished product, or it may only have one or two lines worth keeping. Regardless, stepping away from what’s familiar and writing a poem to your future self can help guide you to new images and thoughts that the daily writing life may not inspire.",
"Go to your bookshelf and pick out one of your favorite books. It doesn't have to be a poetry collection—any book will do. Write down the first line and the last line of the book. Use the last line of the book as the first line of your poem. Then, write until the first line of the book makes sense to use as the end of your poem. Use the lines as guides for a start and finish, but give your poem a unique theme, different from the original book.",
"Growing old is an important part of the life cycle. Some people fear the inevitable end so much that they don’t live their life to the fullest. Others are older and wiser, so they happily pass their knowledge and wisdom to future generations. Write about your own experience or how the old age of family members has affected your own life.",
"Halloween week is here. Write a poem about something you feared as a child. As adults we fear loneliness, intellectual and financial ruin, and—of course—death. However, children experience the world and their own humanity differently; yet, their fears are just as scary, valid, and profound. Begin the poem as an innocent child. End the poem as a mature adult.",
"Hannah Sullivan’s T. S. Eliot Prize-winning collection, Three Poems (Faber & Faber, 2018), begins with “You, Very Young in New York,” in which she recounts experiences living in New York with details akin to the intimacy found in some of Frank O’Hara’s poems: “Rosy used to say that New York was a fairground. ‘You will know when it’s time, when the fair is over.’” In a poem that sprawls across twenty-three pages, Sullivan covers a wide range of registers and tones, ranging from the high lyric, philosophical musings on youth, to the comical and familiar recounting on what cocktail or dessert is in fashion. Write a poem divided into three sections that captures the quick-paced and unceremonious experiences of youth. Try to include specific scenes to avoid using grand gestures or falling into nostalgia.",
"Happy Halloween! In honor of this ghoulish holiday, the Poetry Foundation has put together a sampler of Halloween poems. Read and listen to them, then write one of your own.",
"Haunted houses are a classic setting for ghost stories. This week, write a poem about the house you live in as though it were haunted. Imagine what kind of spirits might live there, why they remain, and how they inhabit the space. Describe the sound of the creaky floorboard near the refrigerator, the way the windows slide shut on their own, and the weird smell near the fireplace. For inspiration, read Henry Wadsworth Longfellow’s poem “Haunted Houses.”",
"Have you ever listened to a plant? Adrienne Adar’s “Sonic Succulents: Plant Sounds and Vibrations” exhibit at the Brooklyn Botanic Garden, in which plants are attached with sensors to record their vibrations, revolves around the sonic life of plants, presenting recordings of their sounds to be heard by visitors and other plants, and exploring human reactions, perspectives, and relationships with plants and the natural world. Listen to some sample recordings, and write a poem that imagines what transpires during plant communication. Is the content urgent, mundane, profound, or silly? Perhaps play with arrangements of spacing, language, syntax, and sound to create an atmospheric piece that reflects your vision of plants in conversation.",
"Have you ever stepped onto foreign soil—whether it be another town, state, or country—and immediately felt like you were in a different galaxy? Or conversely, have you traveled to a seemingly faraway place only to find that it felt surprisingly just like home? Write two short poems about places you have visited or passed through, and explore your expectations and feelings of familiarity or strangeness in each one. For inspiration, read about Baarle, a small European village situated partially in Belgium and partially in the Netherlands, with its international borders actually cutting through the middle of shops, living rooms, and backyards.",
"Have you ever thought about what it would be like to live underwater? How would the days be different? Imagine a scenario in which humans have adapted to underwater life, and write a poem about what such a life would be like. Consider the kinds of evolutionary changes that would need to occur (gills, webbed hands and feet, etc.), the new predators to face, and the new scenery to enjoy.",
"Have you tried writing a tanka, ghazal, or triolet? This week, try working in a form that’s unfamiliar to you. You can even adapt an existing draft to fit a form, or come up with your own constraints and pattern. For a list of forms and their descriptions, consult the list of Poetic Forms and Techniques compiled by the Academy of American Poets.",
"Heat dome, corn sweat, thundersnow. Meteorologists and weather reports often coin new words and phrases for the purposes of both explaining and entertaining. Learn some new weather-related terminology, or create your own phrases that explain existing and made-up weather phenomena. Select one of these terms as the title of a poem, and allow it to guide your imagination as you write your lines. Do you end up with a poem that is somehow connected to meteorology, or does the title lead you toward a completely different direction?",
"Here’s a strange question that might get some ideas flowing: Where do spiders and stars overlap? Jumping spiders, whose eyes have tubelike structures akin to Galileo’s telescope, have retinas that can swivel so the arachnids are able to look in different directions without moving their heads. Despite being only a few millimeters long, the spiders have eyes that are capable of discerning the moon, according to calculations by scientists. Use the notion of moon-gazing spiders as a launchpad for a poem that draws together two unlikely objects—a celestial body and an earthly body. You might also find inspiration in John Donne’s “The Flea” or Marilyn Nelson’s “Crows,” which incongruously pair the examination of metaphysical subject matter with a mundane physical creature.",
"Hollywood has a long tradition of remaking films and television shows from decades gone by, including recent or forthcoming reboots of The Magnificent Seven, Die Hard, Full House, The Fresh Prince of Bel Air, Point Break, MacGyver, Twin Peaks, Splash, and Mary Poppins. Write a remake of a poem written between the 1960s and 1980s. Select two major elements to retain from the original poem such as setting, narrative voice, overarching formal structure, or emotional progression, and then give it a fresh, new spin by altering other aspects of the poem.",
"Honey Boy, a semiautobiographical film written by and starring Shia LaBeouf, offers an honest and complex portrait of his childhood and relationship with his father. LaBeouf plays a version of his father in this drama, delving into the character’s particular psychology, speech, and mannerisms. Write a persona poem in which you take on the identity of a family member. Step inside this person’s skin and consider what thoughts occupy their mind, what tone and vernacular they might possess on the page. As an additional step, try including pieces of dialogue you can recall having with this person.",
How do you want to be remembered after you die? Write a poem about how your death is going to affect your loved ones.,
How far would you go to save a loved one? Would you make a deal with the devil?,
"How long can a fruitcake last? Conservators from the Antarctic Heritage Trust in New Zealand revealed earlier this year that a well-preserved fruitcake, which likely belonged to British explorer Robert Falcon Scott, had been discovered in one of the continent’s oldest buildings. Scott’s expedition dates to 1911, making the fruitcake, which “smelled edible,” 106 years old. Write a poem from the vantage point of this fruitcake, perhaps touching upon topics such as the stereotypical longevity of the traditional dessert, frigid Antarctic isolation, or the prospect of resurfacing in civilization after missing out on over a century’s worth of events.",
"How many people does it take to make a community? At Station Nord, a Danish military outpost and research facility located in Greenland just over five hundred miles from the North Pole, only six people and two dogs live there year-round. Even with such a limited population, isolated locale, and frigid temperatures, inhabitants establish a convivial sense of home and community with shared meals, silly rules, pig roasts, and game nights. Write a poem about a group of people who provided you with a warm sense of community. What small, perhaps mundane, moments do you recall that have helped create a sense of belonging, support, and bonding?",
"How many times have you tossed away a used tea bag without a second thought? In an interview series for New York Times Magazine, author Emily Spivack asks artist Laure Prouvost about the use of tea in her work, and specifically about a tea bag she’s kept for fifteen years once used by her grandmother. “I like that you can look at something that seems like nothing, like a very, very boring object, but it’s got so much history,” Prouvost says. Choose an everyday object that seems unexceptional, perhaps something ordinarily discarded, and write a poem that delves into a deeper history that adds complexity or magical importance. How does taking an in-depth look give more value to an object?",
"How well do we know ourselves? Studies done by psychologists over the past several decades have demonstrated that people often process information about the world around them through cognitive biases. The way in which an event is remembered can then lead to biased thinking and decision-making. Positive memory biases cause one to remember events more favorably than they actually were and view their overall past with a rosy outlook, while negative memory biases often occur when recalling an emotional event. Write a poem that approaches one memory from two different cognitive biases, playing with the ways in which an event or situation might be remembered differently depending on how it was experienced. Does this multivalent approach allow you to expand your initial perceptions of what happened?",
"How’s the view from above? This week, browse through these aerial photographs from National Geographic of animals, including flamingos, sharks, elk, whales, camels, hippos, and salmon, to discover beautiful shapes, colors, and patterns in nature. How can a different perspective provide new insights, emotions, and modes of thought? Write a poem that considers a familiar subject—perhaps one you’ve written about before—from a bird’s-eye view. Consider what the tops of things look like and what you see from a wider range.",
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,1
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
https://stoney.sb.org/eno/oblique.html,
"Humans may no longer have the nictitating membranes, tails, and vomeronasal organs possessed by birds, monkeys, or reptiles, but we do still have vestiges of them, whittled down to nonfunctioning parts of the body: the folds at the inside corners of the eyes, tailbones, and the tiny sac in the nasal cavity above the roof of the mouth. What use, then, can one imagine for nictitating membranes that no longer draw laterally across the eye, tails that no longer help maintain balance, or Jacobson’s organs that no longer detect moisture-borne odor particles? Write a poem that considers the beauty of a body part with no clear-cut function. How might the specificities of the body be appreciated in different ways given our contemporary circumstances? What is the value in imagining new functions for old forms?",
"If you could spend a night at any museum, which would you choose, and why? The French publisher Editions Stock has a series of books that begins with this premise—each author selects a museum, arrangements are made for an overnight stay, and a book is written about the experience. In Jakuta Alikavazovic’s Like a Sky Inside, translated from the French by Daniel Levin Becker, she spends a night at the Louvre in Paris, where childhood memories of visits with her father are vividly recalled. “From March 7 to 8, 2020, I spent the night in the Louvre, alone. Alone and at the same time anything but,” writes Alikavazovic. Write a poem that imagines a night at a museum of your choosing, anywhere in the world. What memories will you excavate from this imagined, solitary experience?",
"If you found yourself stranded on a desert island, what would you most want to have with you? Make a list of ten things—anything from books, music, and photos, to people, pets, or food—and then write a poem with the items in your order of importance. Include the reasons why you can’t live without each item. Are there specific memories attached to certain items that persuaded you to choose them?",
"If you keep a journal, write a poem based on one of your journal entries. Pick an older one (such as the entry you wrote exactly a year ago today) so that you’re a little distanced from what you were experiencing then. Reflect. Contemplate. Use the power of hindsight.",
"If you read, in order, the last word of each line in Terrance Hayes’s poem “The Golden Shovel,” you will discover that they are the words of Gwendolyn Brooks’s poem “We Real Cool,” the inspiration for Hayes’s poem. Select one or more lines from a poem you admire, and write your own “Golden Shovel” poem. Use each word from the source text in its original order for the last word in each line of your new poem. When you are finished, the end-words of your poem should trace out the origin poem. Be sure to add a note crediting the poet whose line(s) you’ve used.",
"If you speak a second language, try writing a poem in that language instead.",
If you were an animal what would you be? Write from an animal’s perspective.,
"If you were to create your own Coat of Arms, what would it look like? Consider what animal, what kind of plant/flower, and what colours etc you would include. Write a poem describing the details and what they represent.",
"If you’re having trouble starting a poem, begin at the end. Take a single collection of poems and make a list of the last two words from each poem. Then write your own poem using only these words. Be vigilant at first utilizing just the vocabulary from the list. After a couple of drafts, stray from the limited words to help bring the poem to its full realization.",
Imagination is a distinctly human quality. Write a poem about the role imagination plays in creating art.,
"Imagine that the world is slowly disappearing, and nobody can explain how. Offer a solution to the problem.",
Imagine that you are a famous painter looking at a freshly finished piece. Write a poem about the painter’s perceptions of a painting.,
Imagine that you are a raindrop and describe your journey.,
Imagine that you are an archaeologist who makes a startling discovery in Egypt.,
"Imagine that you are Death, and you hate your vocation. How do you justify your actions? You can use a lighter tone for the poem.",
Imagine that you are moving into what others believe to be a haunted house.,
Imagine that you are on top of Mount Everest. How do you feel? Who are you with? How can you inspire other mountaineers to conquer the highest mountain peak?,
Imagine that you feel very proud. What prompted this feeling of pride? Being proud is usually the result of an accomplishment on a personal or a private level.,
Imagine that you have only a day to live. What would you do?,
Imagine that you lived in the period of Alexander the Great. Write a poem about him.,
Imagine that you’ve been granted to power to fly for a month. Where would you go? Why? How do you think your life and perceptions will change after that month?,
"Imagine today that the universe is trying to send you a message. Try to see everything through this imagined perspective. Take note of the day's incidentals that are working to convey this message to you: the guy walking toward you on the street wearing your brother's favorite color, the petals of the same color blowing in the wind, a sign you notice with a saying that strikes you, how the quality of light conjures a past event. Write a poem using these collected images and impressions that reveals the message.",
Imagine you saw the apple falling on Sir Isaac Newton’s head.,
